0.113753 0.559572
-0.677993 0.322716
1.114811 -0.735813
0.344114 -1.770137
0.684242 -0.636027
-0.684629 -0.300568
-0.362677 -0.669101
0.604984 -1.558581
0.514202 -0.225827
0.227014 -1.579346
1.044068 -1.491114
0.314855 -2.535762
1.187904 -1.367278
0.517132 1.375811
1.244285 -0.764164
-0.831841 1.728708
1.719616 -2.491282
0.594216 1.137571
0.939919 -0.474988
-0.918736 -0.748474
0.91376 -1.194336
0.893221 -1.569459
0.653152 0.510498
0.76689 -1.577565
0.868315 -1.96674
0.874218 0.514959
-0.559543 1.749552
1.526669 -1.797734
1.843439 -0.363161
1.163746 2.062245
0.565749 -2.432301
1.016715 2.878822
1.433979 -1.94496
-0.510225 0.295742
-0.385261 0.278145
1.042889 -0.564351
-0.607265 1.885851
-0.355286 -1.813131
-0.790644 -0.790761
1.372382 0.879619
1.133019 -0.300956
1.395009 -1.006842
0.887843 0.222319
1.48469 0.095074
1.268061 1.832532
0.124568 0.910824
1.061504 -0.768175
0.298551 2.573175
0.241114 -0.613155
-0.423781 -1.524901
0.528691 -0.939526
1.601252 1.791658
0.793609 0.812783
0.327097 0.326998
1.131868 -0.985696
1.273154 1.656441
-0.816691 0.96158
0.669064 1.162614
-0.453759 -1.146883
2.055105 0.025811
0.463119 -0.813294
0.802392 -0.140807
-0.730255 -0.145175
0.569256 0.567628
0.486947 1.130519
1.793588 -1.426926
1.178831 -0.581314
0.480055 1.257981
0.683732 0.190071
-0.119082 -0.00402
-1.251554 -0.176027
1.094741 -1.099305
-0.23825 -1.277484
-0.661556 1.327722
1.442837 1.24172
1.20232 0.489702
0.93289 0.29643
0.665568 -1.314006
-0.058993 1.322294
0.209525 -1.006357
1.02334 0.219375
1.324444 0.446567
1.45391 -1.151325
0.616303 0.974796
1.49201 -0.885984
1.738658 0.686807
0.900582 -0.280724
0.961914 -0.053991
1.819706 -0.953273
1.581289 -0.340552
0.520837 -0.680639
1.433771 -0.914798
0.611594 -1.691685
1.591513 -0.978986
1.282094 0.113769
0.985715 0.275551
-1.805143 2.628696
1.4731 -0.241372
-0.242212 -1.040151
1.175525 -1.662026
0.69604 0.154387
1.457713 1.608681
0.883215 1.330538
-0.681209 0.622394
-0.355082 0.432941
0.633011 -1.194431
0.782723 1.060008
0.67018 -0.766999
-0.047154 0.698693
0.287385 -1.097756
0.069561 1.632585
1.01323 1.111551
0.639065 -0.697237
1.174621 2.240022
1.32202 0.040277
0.019127 0.105667
0.584584 1.101914
1.157265 -0.665947
1.56523 -0.84079
1.759315 0.963703
1.687068 -1.086466
0.578314 -0.340961
0.118925 -1.487694
0.471201 0.330872
-0.268209 -0.353477
1.62539 -1.718798
1.117791 2.752549
-0.194552 -0.752687
0.769548 -2.066152
0.186062 0.022072
1.771337 -0.39355
-1.300597 0.962803
0.70873 -1.013371
-0.624235 -0.892995
0.377055 -1.296098
0.804404 -0.856253
1.359887 -0.974291
-0.115505 0.228439
0.913645 -0.344936
0.318875 -0.88629
0.822157 0.102548
-0.281208 1.302572
0.044639 -1.10798
-0.029205 -2.033973
0.879914 -2.000582
0.601936 -0.503923
-0.490114 -0.841122
1.847075 2.362322
-0.279703 0.753196
1.953357 -0.746632
